fl_date,day_of_the_week,Month,mkt_unique_carrier,origin,dest,crs_dep_time,taxi_out,taxi_in,crs_arr_time,air_time,distance,origin_city,origin_state,dest_city,dest_state,origin_weather_condn,origin_tempC,origin_windspeedMiles,origin_winddir16Point,origin_WindGustMiles,origin_WindChillC,origin_precipInches,origin_humidity,origin_visibilityMiles,origin_pressureInches,origin_DewPointC,origin_cloudcover,origin_uvIndex,dest_weather_condn,dest_tempC,dest_windspeedMiles,dest_winddir16Point,dest_WindGustMiles,dest_WindChillC,dest_precipInches,dest_humidity,dest_visibilityMiles,dest_pressureInches,dest_DewPointC,dest_cloudcover,dest_uvIndex
2018-06-01,Friday,June,AS,SEA,LWS,940,7,6,1046,44,261,Seattle, WA,Lewiston, ID,Sunny,11,6,S,7,10,0.0,79,6,30,8,15,4,Partly cloudy,12,6,SW,8,11,0.0,64,6,30,6,28,4
2018-02-01,Thursday,February,AS,TUS,SJC,749,24,7,919,111,722,Tucson, AZ,San Jose, CA,Sunny,11,3,ESE,6,11,0.0,21,6,30,-10,0,4,Sunny,14,3,NE,7,14,0.0,32,6,30,-3,4,4
2018-11-01,Thursday,November,AS,SEA,DCA,1340,18,4,2151,264,2329,Seattle, WA,Washington, DC,Moderate rain,14,11,SSW,17,13,0.1,90,4,30,13,100,3,Partly cloudy,20,10,S,17,20,0.0,77,6,30,15,54,1
2018-09-01,Saturday,September,AS,ANC,DUT,1335,2,3,1550,126,792,Anchorage, AK,Unalaska, AK,Sunny,13,4,NW,6,12,0.0,69,6,30,7,15,4,Cloudy,10,4,NW,8,9,0.0,89,6,30,8,86,3
2018-08-01,Wednesday,August,AS,SEA,DCA,1347,15,2,2158,303,2329,Seattle, WA,Washington, DC,Overcast,24,4,SW,5,24,0.0,54,6,30,14,99,5,Clear,29,7,S,11,29,0.0,67,6,30,22,21,1
2018-01-01,Monday,January,AS,SEA,MSP,1000,45,4,1521,173,1399,Seattle, WA,Minneapolis, MN,Partly cloudy,1,2,NE,5,-0,0.0,77,6,30,-3,29,2,Partly cloudy,-21,4,WNW,5,-28,0.0,90,6,31,-22,34,2
2018-08-01,Wednesday,August,AS,FLL,SEA,1904,14,8,2235,350,2717,Fort Lauderdale, FL,Seattle, WA,Partly cloudy,30,7,SE,9,30,0.0,70,6,30,24,28,1,Clear,23,1,WSW,1,23,0.0,67,6,30,16,0,1
2018-01-01,Monday,January,AS,JNU,ANC,1344,28,4,1527,88,571,Juneau, AK,Anchorage, AK,Moderate rain,2,6,ESE,8,-1,0.1,92,4,30,1,100,1,Partly cloudy,-3,9,NNE,17,-8,0.0,78,6,30,-6,47,2
2018-10-01,Monday,October,AS,SEA,ORD,45,11,16,655,191,1721,Seattle, WA,Chicago, IL,Light rain shower,13,7,SE,14,12,0.1,85,6,30,11,100,1,Light rain,14,6,ENE,8,12,0.0,89,5,30,12,100,3
2018-05-01,Tuesday,May,AS,DAL,SJC,1410,15,7,1625,228,1450,Dallas, TX,San Jose, CA,Light drizzle,22,12,SSE,17,22,0.0,80,1,30,19,100,5,Sunny,21,7,WNW,8,21,0.0,41,6,30,7,4,6
2018-06-01,Friday,June,AS,ALW,SEA,1859,12,5,2001,53,213,Walla Walla, WA,Seattle, WA,Clear,17,1,W,3,17,0.0,49,6,30,6,12,1,Partly cloudy,15,2,S,4,15,0.0,60,6,30,8,47,1
2018-07-01,Sunday,July,AS,SEA,YKM,2314,9,2,2356,26,103,Seattle, WA,Yakima, WA,Light rain shower,16,3,NNW,5,16,0.0,76,6,30,12,69,1,Clear,17,12,NW,16,17,0.0,43,6,30,5,4,1
2018-11-01,Thursday,November,AS,SEA,MCO,2120,12,8,544,287,2554,Seattle, WA,Orlando, FL,Patchy light drizzle,13,13,SSW,21,11,0.0,85,3,30,11,65,1,Clear,22,4,SSE,6,22,0.0,72,6,30,16,13,1
2018-07-01,Sunday,July,AS,YKM,SEA,500,6,5,539,29,103,Yakima, WA,Seattle, WA,Clear,12,8,WNW,15,10,0.0,72,6,30,7,2,1,Mist,13,4,SSE,7,13,0.0,96,1,30,12,97,1
2018-05-01,Tuesday,May,AS,SJC,LAX,1034,21,18,1208,54,308,San Jose, CA,Los Angeles, CA,Patchy rain possible,12,2,S,3,12,0.0,76,5,30,7,41,3,Overcast,16,10,S,11,16,0.0,54,6,30,6,97,4
2018-12-01,Saturday,December,AS,PHL,SEA,1645,20,6,1956,302,2378,Philadelphia, PA,Seattle, WA,Overcast,9,2,ESE,3,8,0.0,59,6,30,1,100,2,Mist,3,1,WSW,2,3,0.0,96,1,30,3,78,1
2018-12-01,Saturday,December,AS,SEA,MCO,810,24,28,1648,311,2554,Seattle, WA,Orlando, FL,Partly cloudy,3,1,SE,2,3,0.0,91,6,30,2,62,2,Overcast,26,11,SSE,14,26,0.0,62,6,30,18,90,6
2018-11-01,Thursday,November,AS,DCA,SEA,800,23,6,1100,339,2329,Washington, DC,Seattle, WA,Partly cloudy,14,4,SSW,7,14,0.0,90,6,30,13,26,4,Moderate rain,14,8,S,13,13,0.1,96,4,30,13,100,3
2018-03-01,Thursday,March,AS,SEA,PDX,1854,11,5,1949,33,129,Seattle, WA,Portland, OR,Clear,5,3,NE,5,4,0.0,81,6,30,2,10,1,Light rain,6,4,S,6,5,0.1,77,5,29,2,75,1
2018-12-01,Saturday,December,AS,SCC,BRW,1725,13,4,1816,41,204,Deadhorse, AK,Barrow, AK,Light snow,-12,16,E,28,-21,0.0,91,6,30,-13,91,1,Blizzard,-13,21,E,30,-24,0.0,93,0,30,-14,100,1
2018-02-01,Thursday,February,AS,PDX,ONT,850,13,5,1112,111,838,Portland, OR,Ontario, CA,Light drizzle,6,1,E,1,6,0.0,81,1,30,3,98,2,Sunny,19,4,NNE,8,19,0.0,24,6,30,-2,3,5
2018-11-01,Thursday,November,AS,DCA,SEA,1855,17,5,2151,338,2329,Washington, DC,Seattle, WA,Partly cloudy,20,10,S,17,20,0.0,77,6,30,15,54,1,Patchy light drizzle,13,13,SSW,21,11,0.0,85,3,30,11,65,1
2018-12-01,Saturday,December,AS,SEA,JFK,2150,23,11,604,312,2422,Seattle, WA,New York, NY,Mist,3,1,WSW,2,3,0.0,96,1,30,3,78,1,Sunny,4,3,N,3,3,0.0,78,6,30,1,10,2
2018-02-01,Thursday,February,AS,SJC,AUS,840,18,4,1400,198,1476,San Jose, CA,Austin, TX,Sunny,14,3,NE,7,14,0.0,32,6,30,-3,4,4,Partly cloudy,22,8,NW,9,22,0.0,55,6,30,12,32,6
2019-12-01,Sunday,December,AS,ALW,SEA,500,6,6,607,42,213,Walla Walla, WA,Seattle, WA,Partly cloudy,-5,3,E,7,-6,0.0,74,6,30,-9,46,1,Overcast,2,3,NE,5,1,0.0,63,6,30,-4,88,1
2019-01-01,Tuesday,January,AS,SJC,AUS,1805,24,5,2337,192,1476,San Jose, CA,Austin, TX,Clear,10,5,NNE,5,10,0.0,31,6,30,-6,2,1,Overcast,7,11,NNE,15,4,0.0,76,6,30,3,100,1
2019-05-01,Wednesday,May,AS,SEA,DCA,810,20,4,1625,282,2329,Seattle, WA,Washington, DC,Sunny,9,4,SSE,7,8,0.0,58,6,30,2,3,3,Sunny,27,5,ESE,6,27,0.0,50,6,30,16,10,7
2019-02-01,Friday,February,AS,DUT,ANC,1810,3,4,2040,123,792,Unalaska, AK,Anchorage, AK,Patchy rain possible,-0,18,S,31,-2,0.0,91,6,30,2,67,1,Cloudy,-9,3,SE,6,-11,0.0,69,6,30,-14,37,1
2019-11-01,Friday,November,AS,SLC,PDX,1940,10,5,2045,94,630,Salt Lake City, UT,Portland, OR,Clear,5,4,NW,6,3,0.0,42,6,30,-7,0,1,Clear,9,8,NE,13,8,0.0,45,6,30,-3,10,1
2019-02-01,Friday,February,AS,DCA,SEA,800,28,8,1105,335,2329,Washington, DC,Seattle, WA,Overcast,-10,5,NE,7,-10,0.0,37,6,30,-21,88,1,Light rain,7,7,SSE,12,6,0.0,92,6,30,6,86,2
2019-04-01,Monday,April,AS,SEA,ICT,1140,44,4,1710,161,1430,Seattle, WA,Wichita, KS,Sunny,9,4,NNE,6,9,0.0,73,6,30,5,18,3,Cloudy,11,13,SSW,15,8,0.0,45,6,30,-1,72,3
2019-09-01,Sunday,September,AS,PDX,BUR,1505,10,4,1725,124,817,Portland, OR,Burbank, CA,Sunny,28,3,SSW,3,28,0.0,38,6,30,12,10,7,Sunny,33,6,SSW,7,33,0.0,38,6,30,17,14,8
2019-04-01,Monday,April,AS,YKM,SEA,500,7,3,545,24,103,Yakima, WA,Seattle, WA,Clear,9,4,NW,8,8,0.0,63,6,30,2,15,1,Clear,9,3,NNE,6,9,0.0,79,6,30,6,8,1
2019-09-01,Sunday,September,AS,PDX,SMF,1625,13,4,1800,72,479,Portland, OR,Sacramento, CA,Sunny,28,3,SSW,3,28,0.0,38,6,30,12,10,7,Clear,28,7,SW,11,28,0.0,30,6,30,9,9,1
2019-02-01,Friday,February,AS,ANC,DUT,1515,4,3,1730,142,792,Anchorage, AK,Unalaska, AK,Partly cloudy,-10,1,SW,2,-10,0.0,62,6,30,-16,44,2,Partly cloudy,1,12,S,25,-5,0.0,89,6,30,-1,72,2
2019-05-01,Wednesday,May,AS,SEA,EWR,740,22,12,1610,288,2402,Seattle, WA,Newark, NJ,Sunny,9,4,SSE,7,8,0.0,58,6,30,2,3,3,Overcast,13,10,ESE,12,11,0.0,65,6,30,7,98,3
2019-03-01,Friday,March,AS,SEA,MSP,1025,17,15,1545,168,1399,Seattle, WA,Minneapolis, MN,Sunny,-0,3,ENE,4,-2,0.0,86,6,30,-3,15,2,Heavy snow,-8,3,SE,4,-12,0.1,96,1,30,-9,100,1
2019-08-01,Thursday,August,AS,SJC,AUS,955,13,4,1540,201,1476,San Jose, CA,Austin, TX,Sunny,19,3,S,4,19,0.0,70,6,30,14,7,5,Partly cloudy,37,5,SE,5,37,0.0,35,6,30,19,26,9
2019-07-01,Monday,July,AS,SLC,SEA,545,14,7,700,99,689,Salt Lake City, UT,Seattle, WA,Clear,16,11,SSE,21,16,0.0,60,6,30,8,1,1,Sunny,19,1,SE,2,19,0.0,69,6,30,13,9,5
2019-03-01,Friday,March,AS,SEA,FLL,820,23,3,1705,297,2717,Seattle, WA,Fort Lauderdale, FL,Sunny,-0,3,ENE,4,-2,0.0,86,6,30,-3,15,2,Sunny,26,9,E,9,26,0.0,61,6,30,18,4,7
2019-06-01,Saturday,June,AS,PDX,ANC,1135,15,2,1415,197,1542,Portland, OR,Anchorage, AK,Sunny,16,3,NNW,4,16,0.0,66,6,30,9,6,5,Partly cloudy,10,4,W,8,10,0.0,72,6,30,5,41,3
2019-03-01,Friday,March,AS,MSP,SEA,1645,89,7,1845,207,1399,Minneapolis, MN,Seattle, WA,Heavy snow,-8,3,SE,4,-12,0.1,96,1,30,-9,100,1,Clear,3,5,WSW,7,2,0.0,74,6,30,-1,12,1
2019-12-01,Sunday,December,AS,YKM,SEA,500,30,8,546,25,103,Yakima, WA,Seattle, WA,Partly cloudy,-4,5,NNW,10,-6,0.0,68,6,30,-9,45,1,Partly cloudy,0,4,NE,9,-1,0.0,62,6,30,-6,45,1
2019-11-01,Friday,November,AS,SJC,TUS,1730,9,4,1935,96,722,San Jose, CA,Tucson, AZ,Sunny,26,2,NNW,3,26,0.0,14,6,30,-4,0,7,Clear,24,5,NNW,6,24,0.0,21,6,30,0,0,1
2019-06-01,Saturday,June,AS,ANC,PDX,655,10,6,1130,191,1542,Anchorage, AK,Portland, OR,Cloudy,7,4,SSW,8,6,0.0,84,6,30,4,81,2,Sunny,16,3,NNW,4,16,0.0,66,6,30,9,6,5
2019-01-01,Tuesday,January,AS,SEA,BOI,1935,17,3,2159,55,399,Seattle, WA,Boise, ID,Clear,2,2,SSW,3,2,0.0,72,6,30,-2,18,1,Clear,21,6,WSW,5,21,0.0,70,6,30,15,6,1
2019-06-01,Saturday,June,AS,FAI,SEA,30,7,4,505,188,1533,Fairbanks, AK,Seattle, WA,Light rain,8,5,WSW,8,8,0.1,98,5,30,8,100,1,Clear,16,3,S,5,16,0.0,85,6,30,13,2,1
2019-01-01,Tuesday,January,AS,DAL,SJC,1510,25,5,1725,225,1450,Dallas, TX,San Jose, CA,Overcast,3,13,N,13,-1,0.0,70,6,30,-2,94,1,Sunny,13,6,NNE,4,12,0.0,23,6,30,-8,4,4
2019-08-01,Thursday,August,AS,ANC,DUT,1515,5,3,1739,132,792,Anchorage, AK,Unalaska, AK,Sunny,15,4,W,6,15,0.0,70,6,30,10,18,5,Sunny,12,2,WNW,2,12,0.0,90,6,30,10,21,4
2019-10-01,Tuesday,October,AS,SAN,STS,1650,17,12,1845,79,508,San Diego, CA,Santa Rosa, CA,Sunny,22,9,SSW,10,22,0.0,53,6,30,12,0,6,Clear,11,6,WSW,8,10,0.0,55,6,30,3,0,1
2019-10-01,Tuesday,October,AS,PDX,DAL,1140,14,8,1735,216,1626,Portland, OR,Dallas, TX,Sunny,8,3,NNE,3,7,0.0,69,6,30,2,0,3,Partly cloudy,31,13,S,15,31,0.0,55,6,30,21,53,8
2019-03-01,Friday,March,AS,JNU,KTN,740,15,4,840,37,234,Juneau, AK,Ketchikan, AK,Sunny,-2,4,NE,7,-4,0.0,83,6,30,-5,8,2,Sunny,3,4,NE,6,1,0.0,75,6,30,-1,5,2
2019-06-01,Saturday,June,AS,SFO,JFK,2310,18,22,755,301,2586,San Francisco, CA,New York, NY,Clear,17,9,WSW,11,17,0.0,85,6,30,14,9,1,Sunny,20,3,WSW,4,20,0.0,66,6,30,14,9,6
2019-12-01,Sunday,December,AS,SEA,YKM,830,27,4,922,33,103,Seattle, WA,Yakima, WA,Overcast,2,3,NE,5,1,0.0,63,6,30,-4,88,1,Heavy snow,-3,4,ESE,7,-5,0.0,95,1,30,-4,100,1
2019-02-01,Friday,February,AS,DUT,ANC,1240,5,2,1510,118,792,Unalaska, AK,Anchorage, AK,Partly cloudy,1,12,S,25,-5,0.0,89,6,30,-1,72,2,Partly cloudy,-10,1,SW,2,-10,0.0,62,6,30,-16,44,2
2019-11-01,Friday,November,AS,TUS,SJC,650,13,5,910,103,722,Tucson, AZ,San Jose, CA,Sunny,10,7,E,15,8,0.0,25,6,30,-9,0,3,Sunny,14,1,SE,2,15,0.0,23,6,30,-7,0,4
2019-11-01,Friday,November,AS,PDX,SLC,1600,12,7,1840,86,630,Portland, OR,Salt Lake City, UT,Sunny,14,6,NNE,8,13,0.0,30,6,30,-4,6,4,Clear,5,4,NW,6,3,0.0,42,6,30,-7,0,1
2019-07-01,Monday,July,AS,AUS,SJC,740,17,7,925,207,1476,Austin, TX,San Jose, CA,Light rain shower,22,9,SSW,13,22,0.0,92,6,30,20,56,5,Sunny,19,2,W,3,19,0.0,67,6,30,13,0,5
2019-11-01,Friday,November,AS,PDX,SMF,1625,17,4,1800,68,479,Portland, OR,Sacramento, CA,Sunny,14,6,NNE,8,13,0.0,30,6,30,-4,6,4,Clear,18,3,ESE,4,18,0.0,24,6,30,-3,0,1
2019-07-01,Monday,July,AS,OAK,PDX,1445,11,4,1625,74,543,Oakland, CA,Portland, OR,Partly cloudy,21,9,WSW,10,21,0.0,54,6,30,11,33,6,Partly cloudy,28,2,ENE,2,28,0.0,35,6,30,11,55,7
2019-10-01,Tuesday,October,AS,DAL,PDX,1815,19,7,2035,211,1626,Dallas, TX,Portland, OR,Partly cloudy,30,11,S,15,30,0.0,51,6,30,19,29,1,Clear,12,4,ESE,5,12,0.0,48,6,30,2,4,1
2019-07-01,Monday,July,AS,TUS,SJC,705,8,16,910,101,722,Tucson, AZ,San Jose, CA,Sunny,24,0,S,1,24,0.0,35,6,30,8,0,6,Sunny,19,2,W,3,19,0.0,67,6,30,13,0,5
2019-04-01,Monday,April,AS,PDX,EUG,2215,6,3,2255,25,106,Portland, OR,Eugene, OR,Light drizzle,13,2,W,3,13,0.0,76,1,30,9,86,1,Moderate rain,9,2,ENE,4,9,0.2,98,4,30,9,100,1
2019-01-01,Tuesday,January,AS,SAN,AUS,810,17,3,1302,149,1164,San Diego, CA,Austin, TX,Sunny,10,8,ENE,6,7,0.0,34,6,30,-6,0,3,Sunny,8,9,NNE,15,5,0.0,72,6,30,3,19,3
2019-12-01,Sunday,December,AS,BOI,SEA,1655,22,6,1738,84,399,Boise, ID,Seattle, WA,Sunny,29,3,NNE,4,29,0.0,62,6,30,21,10,7,Overcast,5,1,SE,2,4,0.0,70,6,30,-0,100,1
2019-08-01,Thursday,August,AS,DUT,ANC,1820,3,4,2035,122,792,Unalaska, AK,Anchorage, AK,Clear,14,3,ESE,5,13,0.0,86,6,30,12,23,1,Clear,16,3,W,4,16,0.0,73,6,30,11,24,1
2019-10-01,Tuesday,October,AS,STS,LAX,1140,15,13,1320,58,400,Santa Rosa, CA,Los Angeles, CA,Sunny,9,2,NNW,5,9,0.0,75,6,30,5,0,3,Sunny,23,4,SSW,5,23,0.0,42,6,30,9,0,6
2019-06-01,Saturday,June,AS,JFK,LAX,2015,33,7,2335,333,2475,New York, NY,Los Angeles, CA,Patchy rain possible,21,7,SW,9,21,0.0,68,5,30,15,28,1,Clear,19,8,SSW,9,19,0.0,66,6,30,13,8,1
2019-09-01,Sunday,September,AS,TUS,SJC,650,9,6,910,97,722,Tucson, AZ,San Jose, CA,Sunny,25,2,SE,3,25,0.0,60,6,30,17,4,7,Sunny,24,1,NNW,2,24,0.0,54,6,30,14,0,6
2019-01-01,Tuesday,January,AS,SJC,DAL,1635,10,6,2203,186,1450,San Jose, CA,Dallas, TX,Sunny,13,6,NNE,4,12,0.0,23,6,30,-8,4,4,Cloudy,3,11,NNE,11,-2,0.0,66,6,30,-3,87,1
2019-05-01,Wednesday,May,AS,JFK,SEA,700,16,27,1020,318,2422,New York, NY,Seattle, WA,Overcast,11,9,E,12,9,0.0,80,6,30,7,100,3,Sunny,9,4,SSE,7,8,0.0,58,6,30,2,3,3
2019-09-01,Sunday,September,AS,SJC,TUS,1730,16,5,1935,106,722,San Jose, CA,Tucson, AZ,Sunny,34,6,NW,7,34,0.0,27,6,30,13,0,8,Clear,36,9,ESE,11,36,0.0,28,6,30,14,5,1
2019-04-01,Monday,April,AS,GEG,PDX,620,10,11,740,55,279,Spokane, WA,Portland, OR,Sunny,4,4,ENE,8,1,0.0,81,6,30,1,9,2,Cloudy,11,1,WNW,2,11,0.0,68,6,30,6,82,3
2019-05-01,Wednesday,May,AS,DCA,SEA,800,35,8,1100,313,2329,Washington, DC,Seattle, WA,Overcast,15,7,E,14,15,0.0,82,6,30,12,93,4,Sunny,9,4,SSE,7,8,0.0,58,6,30,2,3,3
2019-09-01,Sunday,September,AS,PDX,SLC,1600,11,10,1840,88,630,Portland, OR,Salt Lake City, UT,Sunny,28,3,SSW,3,28,0.0,38,6,30,12,10,7,Clear,33,8,NNW,9,33,0.0,16,6,30,4,0,1
2019-07-01,Monday,July,AS,SJC,AUS,955,21,5,1540,196,1476,San Jose, CA,Austin, TX,Sunny,19,2,W,3,19,0.0,67,6,30,13,0,5,Patchy rain possible,32,8,SSW,10,32,0.1,48,5,30,19,19,7
2019-03-01,Friday,March,AS,FLL,SEA,1810,16,9,2205,388,2717,Fort Lauderdale, FL,Seattle, WA,Clear,25,6,E,12,25,0.0,68,6,30,18,8,1,Clear,3,5,WSW,7,2,0.0,74,6,30,-1,12,1
2019-02-01,Friday,February,AS,ANC,DUT,945,16,2,1200,142,792,Anchorage, AK,Unalaska, AK,Sunny,-12,2,ENE,5,-13,0.0,63,6,30,-17,5,2,Partly cloudy,1,12,S,25,-5,0.0,89,6,30,-1,72,2
2019-04-01,Monday,April,AS,DAL,SEA,1410,17,4,1650,253,1670,Dallas, TX,Seattle, WA,Partly cloudy,15,2,SSW,2,15,0.0,31,6,30,-2,31,4,Sunny,20,7,NNW,8,20,0.0,40,6,30,6,20,6
2019-10-01,Tuesday,October,AS,SAN,DAL,1445,29,3,1955,160,1182,San Diego, CA,Dallas, TX,Sunny,22,9,SSW,10,22,0.0,53,6,30,12,0,6,Partly cloudy,30,11,S,15,30,0.0,51,6,30,19,29,1
2018-05-01,Tuesday,May,B6,SFO,JFK,700,19,6,1538,301,2586,San Francisco, CA,New York, NY,Partly cloudy,11,5,WNW,5,11,0.0,82,6,30,8,28,4,Sunny,21,6,W,10,21,0.0,33,6,30,4,3,6
2018-08-01,Wednesday,August,B6,SJU,EWR,208,13,6,608,207,1608,San Juan, PR,Newark, NJ,Clear,26,9,E,14,26,0.0,81,6,30,23,23,1,Light rain shower,25,7,SE,9,25,0.1,85,6,30,23,65,6
2018-01-01,Monday,January,B6,SJU,JFK,1700,23,14,2008,223,1598,San Juan, PR,New York, NY,Partly cloudy,27,15,E,19,27,0.0,72,6,30,22,43,7,Partly cloudy,-7,11,W,15,-14,0.0,53,6,30,-15,54,1
2018-05-01,Tuesday,May,B6,LAS,FLL,2356,10,6,734,254,2173,Las Vegas, NV,Fort Lauderdale, FL,Light rain shower,16,6,SSW,8,16,0.0,47,6,30,5,70,1,Patchy rain possible,25,13,E,17,25,0.0,69,5,30,19,40,5
2018-04-01,Sunday,April,B6,FLL,LAS,2031,16,6,2306,298,2173,Fort Lauderdale, FL,Las Vegas, NV,Clear,24,8,E,11,24,0.0,70,6,30,18,5,1,Clear,25,12,S,18,25,0.0,14,6,30,-4,0,1
2018-06-01,Friday,June,B6,MCO,JFK,1951,13,11,2236,134,944,Orlando, FL,New York, NY,Moderate or heavy rain shower,29,4,NW,5,29,0.1,71,4,30,23,20,1,Partly cloudy,25,7,SSE,11,25,0.0,74,6,30,20,31,1
2018-10-01,Monday,October,B6,LGB,RNO,1138,13,4,1300,60,402,Long Beach, CA,Reno, NV,Sunny,24,3,NW,4,24,0.0,63,6,30,17,19,6,Sunny,23,10,SSW,11,23,0.0,24,6,30,1,19,6
2018-09-01,Saturday,September,B6,LAS,FLL,2150,14,7,548,259,2173,Las Vegas, NV,Fort Lauderdale, FL,Clear,35,7,SE,9,35,0.0,12,6,30,2,0,1,Patchy rain possible,29,7,ESE,10,29,0.0,71,5,30,23,17,1
2018-09-01,Saturday,September,B6,PBI,JFK,715,19,6,958,136,1028,West Palm Beach/Palm Beach, FL,New York, NY,Sunny,28,19,E,26,28,0.0,75,6,30,24,12,7,Light rain shower,22,9,E,10,22,0.0,74,6,30,17,57,5
2018-01-01,Monday,January,B6,JFK,FLL,1055,43,8,1405,181,1069,New York, NY,Fort Lauderdale, FL,Sunny,-11,14,NW,17,-20,0.0,66,6,30,-16,11,2,Sunny,24,5,WSW,6,24,0.0,50,6,30,13,12,6
2018-07-01,Sunday,July,B6,PHX,JFK,2243,11,5,629,257,2153,Phoenix, AZ,New York, NY,Clear,42,5,W,6,42,0.0,5,6,30,-5,0,1,Cloudy,27,4,NW,7,27,0.0,65,6,30,20,71,6
2018-10-01,Monday,October,B6,RNO,LGB,1341,8,3,1505,67,402,Reno, NV,Long Beach, CA,Sunny,23,10,SSW,11,23,0.0,24,6,30,1,19,6,Sunny,27,10,W,14,27,0.0,54,6,30,17,12,7
2018-06-01,Friday,June,B6,RDU,JFK,2027,24,9,2211,71,427,Raleigh/Durham, NC,New York, NY,Clear,28,4,SSW,9,28,0.0,69,6,30,22,21,1,Partly cloudy,25,7,SSE,11,25,0.0,74,6,30,20,31,1
2018-12-01,Saturday,December,B6,LGB,SFO,1355,10,15,1524,66,354,Long Beach, CA,San Francisco, CA,Sunny,18,10,W,11,18,0.0,48,6,30,7,2,5,Sunny,14,18,WNW,22,11,0.0,64,6,30,7,6,4
2018-09-01,Saturday,September,B6,FLL,LAS,1850,19,7,2100,280,2173,Fort Lauderdale, FL,Las Vegas, NV,Moderate or heavy rain shower,29,13,ENE,18,29,0.2,70,4,30,23,17,1,Clear,35,7,SE,9,35,0.0,12,6,30,2,0,1
2018-04-01,Sunday,April,B6,JFK,ORD,1632,26,15,1826,134,740,New York, NY,Chicago, IL,Cloudy,12,9,WNW,15,10,0.0,60,6,30,4,77,3,Overcast,0,4,WSW,5,-2,0.0,35,6,30,-13,100,1
2018-02-01,Thursday,February,B6,PBI,BOS,2053,16,9,2349,151,1197,West Palm Beach/Palm Beach, FL,Boston, MA,Partly cloudy,26,24,ENE,34,26,0.0,74,6,30,22,44,1,Cloudy,2,6,S,10,-1,0.0,80,6,30,-1,83,1
2018-01-01,Monday,January,B6,JFK,BTV,1255,35,10,1408,48,266,New York, NY,Burlington, VT,Sunny,-8,15,NW,17,-16,0.0,51,6,30,-16,3,2,Cloudy,-17,5,NW,6,-23,0.0,74,6,30,-21,74,1
2018-11-01,Thursday,November,B6,EWR,BOS,510,14,3,611,41,200,Newark, NJ,Boston, MA,Partly cloudy,15,6,SW,10,14,0.0,80,6,30,11,46,1,Cloudy,12,2,S,3,12,0.0,89,6,30,10,76,3
2018-02-01,Thursday,February,B6,JFK,FLL,1000,19,4,1315,155,1069,New York, NY,Fort Lauderdale, FL,Cloudy,2,8,SW,12,-3,0.0,62,6,30,-5,87,1,Patchy rain possible,22,9,E,11,22,0.0,66,5,30,15,25,5
2018-09-01,Saturday,September,B6,JFK,FLL,1058,20,5,1407,137,1069,New York, NY,Fort Lauderdale, FL,Light rain shower,22,9,E,10,22,0.0,74,6,30,17,57,5,Moderate or heavy rain shower,31,11,E,14,31,0.1,63,4,30,23,9,7
2018-12-01,Saturday,December,B6,DCA,JAX,1358,11,6,1600,104,634,Washington, DC,Jacksonville, FL,Light rain,6,3,ENE,3,4,0.1,81,5,30,3,100,2,Moderate rain,20,7,S,12,20,0.2,91,4,30,19,100,5
2018-06-01,Friday,June,B6,JFK,RDU,1752,19,4,1952,82,427,New York, NY,Raleigh/Durham, NC,Patchy rain possible,26,3,ESE,3,26,0.1,69,5,30,20,14,6,Clear,28,4,SSW,9,28,0.0,69,6,30,22,21,1
2018-04-01,Sunday,April,B6,EWR,FLL,800,19,7,1058,148,1065,Newark, NJ,Fort Lauderdale, FL,Overcast,8,9,SW,15,6,0.0,58,6,30,1,96,2,Sunny,24,8,E,11,24,0.0,74,6,30,19,22,6
2018-07-01,Sunday,July,B6,CHS,DCA,545,10,4,709,65,444,Charleston, SC,Washington, DC,Patchy rain possible,27,5,S,7,27,0.1,81,5,30,23,15,1,Sunny,30,1,WSW,1,30,0.0,68,6,30,23,1,7
2018-02-01,Thursday,February,B6,SAN,BOS,2130,12,17,546,275,2588,San Diego, CA,Boston, MA,Clear,18,2,SSW,3,18,0.0,59,6,30,10,3,1,Overcast,-1,10,SW,17,-6,0.0,70,6,30,-6,91,1
2018-08-01,Wednesday,August,B6,SAN,BOS,1134,23,18,2011,305,2588,San Diego, CA,Boston, MA,Partly cloudy,24,5,NW,6,24,0.0,74,6,30,19,25,6,Cloudy,26,9,SSW,13,26,0.0,79,6,30,23,83,1
2018-07-01,Sunday,July,B6,BOS,PBI,2159,20,3,110,151,1197,Boston, MA,West Palm Beach/Palm Beach, FL,Clear,27,7,SE,10,27,0.0,64,6,30,20,22,1,Partly cloudy,26,21,E,29,26,0.0,81,6,30,23,48,1
2018-12-01,Saturday,December,B6,RDU,FLL,1650,14,4,1850,99,680,Raleigh/Durham, NC,Fort Lauderdale, FL,Overcast,16,3,ESE,4,16,0.0,62,6,30,9,100,4,Partly cloudy,26,10,S,15,26,0.0,76,6,30,21,33,1
2018-02-01,Thursday,February,B6,BOS,SAN,1635,19,2,2010,359,2588,Boston, MA,San Diego, CA,Partly cloudy,5,7,SW,10,2,0.0,63,6,30,-1,27,3,Clear,18,2,SSW,3,18,0.0,59,6,30,10,3,1
2018-04-01,Sunday,April,B6,FLL,EWR,1853,22,9,2155,142,1065,Fort Lauderdale, FL,Newark, NJ,Clear,24,8,E,11,24,0.0,70,6,30,18,5,1,Clear,9,8,N,12,8,0.0,51,6,30,-0,14,1
